ra,fase,turma,nome,ano_nasc,idade_22,genero,ano_ingresso,instituicao_de_ensino,pedra_20,pedra_21,pedra_22,pedra_21_raw,pedra_22_raw,pedra_21_num,pedra_22_num,evolucao_pedra,inde_22,inde_22_num,inde_num,cg,cf,ct,no_av,iaa,ieg,ips,ida,matem,portug,ingles,ipv,ian,ipp,ipp_num,cg_num,iaa_num,ieg_num,ips_num,ida_num,matem_num,portug_num,ingles_num,ipv_num,ian_num,dim_academica,dim_psicossocial,dim_psicopedagogica,sent_score,sent_len,inde_calc,defas,em_risco,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,rec_psicologia,indicado,atingiu_pv,fase_ideal,destaque_ieg,destaque_ida,destaque_ipv
RA-467,2,U,Aluno-467,2009,13,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.38,6.38,6.38,664.0,121,12,3,5.8,8.4,5.0,5.5,5.0,6.0,,7.111,5.0,3.6233446258084383,3.6233446258084383,664.0,5.8,8.4,5.0,5.5,5.0,6.0,,7.111,5.0,5.333333333333333,6.5200000000000005,5.367172312904219,-1,229,5.933434462580844,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-468,2,U,Aluno-468,2009,13,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.313,6.313,6.313,682.0,125,13,3,9.5,6.7,7.5,4.1,4.5,3.7,,6.722,5.0,3.224514936864798,3.224514936864798,682.0,9.5,6.7,7.5,4.1,4.5,3.7,,6.722,5.0,4.399999999999999,7.58,4.973257468432399,-4,233,6.104651493686481,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-469,2,U,Aluno-469,2011,11,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.624,7.624,7.624,263.0,41,2,3,9.0,9.6,5.0,5.7,6.2,5.2,,7.833,10.0,8.65876193409301,8.65876193409301,263.0,9.0,9.6,5.0,5.7,6.2,5.2,,7.833,10.0,7.133333333333333,7.64,8.245880967046505,0,237,7.6091761934093025,0,0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-470,2,U,Aluno-470,2009,13,Menina,2019,Escola Pública,Ametista,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.378,7.378,7.378,369.0,53,3,3,8.0,9.7,7.5,6.3,5.3,7.3,,7.5,5.0,8.050508161379735,8.050508161379735,369.0,8.0,9.7,7.5,6.3,5.3,7.3,,7.5,5.0,5.866666666666666,8.48,7.7752540806898685,1,229,7.555050816137974,-1,0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-471,2,U,Aluno-471,2009,13,Menina,2020,Escola Pública,Ágata,Ágata,Ágata,Ágata,Ágata,2.0,2,0.0,6.535,6.535,6.535,639.0,112,9,3,3.5,8.5,5.0,6.3,5.7,6.8,,8.056,5.0,4.741299661225747,4.741299661225747,639.0,3.5,8.5,5.0,6.3,5.7,6.8,,8.056,5.0,5.866666666666666,6.1000000000000005,6.398649830612873,2,229,6.089729966122575,-1,0,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-472,2,U,Aluno-472,2010,12,Menina,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,5.93,5.93,5.93,735.0,133,14,3,9.0,7.0,7.5,2.0,1.8,2.2,,7.056,5.0,2.7209732060363416,2.7209732060363416,735.0,9.0,7.0,7.5,2.0,1.8,2.2,,7.056,5.0,2.9999999999999996,7.6000000000000005,4.88848660301817,-3,229,5.6776973206036345,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-473,2,U,Aluno-473,2010,12,Menino,2019,Escola Pública,Ametista,Ametista,Quartzo,Ametista,Quartzo,3.0,1,-2.0,5.915,5.915,5.915,737.0,134,15,3,8.0,6.1,7.5,4.3,4.5,4.0,,5.889,5.0,2.4006775485063137,2.4006775485063137,737.0,8.0,6.1,7.5,4.3,4.5,4.0,,5.889,5.0,4.533333333333332,7.04,4.144838774253157,-4,233,5.708967754850631,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-474,2,U,Aluno-474,2009,13,Menino,2019,Escola Pública,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.446,6.446,6.446,650.0,115,10,3,9.5,9.1,7.5,3.0,1.3,4.7,,6.0,5.0,4.368647982753311,4.368647982753311,650.0,9.5,9.1,7.5,3.0,1.3,4.7,,6.0,5.0,3.6666666666666665,8.54,5.1843239913766554,-1,225,6.406864798275331,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-475,2,U,Aluno-475,2010,12,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.199,7.199,7.199,430.0,63,4,3,8.5,9.2,7.5,5.8,3.3,8.3,,7.667,5.0,7.494610409608869,7.494610409608869,430.0,8.5,9.2,7.5,5.8,3.3,8.3,,7.667,5.0,5.533333333333332,8.379999999999999,7.5808052048044345,2,225,7.366161040960887,-1,0,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-476,2,U,Aluno-476,2010,12,Menina,2019,Escola Pública,Ágata,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.931,6.931,6.931,513.0,78,5,3,9.0,9.3,4.4,5.5,5.0,6.0,,7.556,5.0,6.8078226054819835,6.8078226054819835,513.0,9.0,9.3,4.4,5.5,5.0,6.0,,7.556,5.0,5.333333333333333,7.280000000000001,7.181911302740992,1,233,6.676382260548199,-1,0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-477,2,U,Aluno-477,2009,13,Menino,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,3.633,3.633,3.633,860.0,155,16,3,0.0,5.0,5.6,0.7,0.3,1.0,,4.5,5.0,1.5568216815522025,1.5568216815522025,860.0,0.0,5.0,5.6,0.7,0.3,1.0,,4.5,5.0,2.133333333333333,4.24,3.0284108407761012,-4,237,3.36568216815522,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 3 (7º e 8º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-478,2,U,Aluno-478,2010,12,Menina,2019,Escola Pública,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.709,6.709,6.709,588.0,96,8,3,8.5,9.1,5.6,4.9,3.8,6.0,,7.056,5.0,5.454265475823838,5.454265475823838,588.0,8.5,9.1,5.6,4.9,3.8,6.0,,7.056,5.0,4.933333333333333,7.58,6.255132737911919,-1,229,6.521026547582384,-1,0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-479,1,A,Aluno-479,2012,10,Menino,2020,Rede Decisão,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.465,8.465,8.465,40.0,5,1,3,8.0,9.2,7.5,9.8,10.0,9.7,,9.5,5.0,9.895287958115183,9.895287958115183,40.0,8.0,9.2,7.5,9.8,10.0,9.7,,9.5,5.0,8.2,8.28,9.697643979057592,8,236,8.539528795811517,-1,0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,Sem limitações,Não,Sim,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-480,1,A,Aluno-480,2012,10,Menina,2021,Escola Pública,,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.502,7.502,7.502,309.0,81,6,3,9.0,8.8,7.5,6.3,6.8,5.7,,8.444,5.0,6.435170927009548,6.435170927009548,309.0,9.0,8.8,7.5,6.3,6.8,5.7,,8.444,5.0,5.866666666666666,8.32,7.439585463504774,3,233,7.407917092700956,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,Não atendido,Sim,Sim,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-481,1,A,Aluno-481,2013,9,Menino,2021,Escola Pública,,Topázio,Ametista,Topázio,Ametista,4.0,3,-1.0,7.21,7.21,7.21,424.0,109,9,3,9.0,8.0,7.5,5.2,5.7,4.7,,6.889,10.0,4.819833692639359,4.819833692639359,424.0,9.0,8.0,7.5,5.2,5.7,4.7,,6.889,10.0,6.799999999999999,8.0,5.85441684631968,-1,225,7.210883369263936,0,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-482,1,A,Aluno-482,2011,11,Menino,2021,Escola Pública,,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.866,6.866,6.866,532.0,134,10,3,10.0,7.9,7.5,5.5,4.3,6.7,,6.833,5.0,3.871265783800431,3.871265783800431,532.0,10.0,7.9,7.5,5.5,4.3,6.7,,6.833,5.0,5.333333333333333,8.16,5.352132891900215,-1,225,6.750426578380043,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-483,1,A,Aluno-483,2011,11,Menina,2019,Escola Pública,Ametista,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,5.263,5.263,5.263,805.0,185,13,3,9.0,4.8,5.0,2.4,2.0,2.8,,6.833,5.0,1.6538343085925464,1.6538343085925464,805.0,9.0,4.8,5.0,2.4,2.0,2.8,,6.833,5.0,3.266666666666666,5.72,4.2434171542962735,-3,233,4.688683430859254,-1,1,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-484,1,A,Aluno-484,2011,11,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.71,6.71,6.71,587.0,144,11,3,9.5,8.7,5.0,6.5,8.0,5.0,,6.389,5.0,3.315368032029566,3.315368032029566,587.0,9.5,8.7,5.0,6.5,8.0,5.0,,6.389,5.0,5.999999999999999,7.38,4.852184016014783,-1,229,6.460436803202956,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-485,1,A,Aluno-485,2012,10,Menino,2020,Escola Pública,Topázio,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,4.742,4.742,4.742,837.0,191,14,3,9.5,4.0,7.5,1.2,1.0,1.3,,5.444,5.0,1.2026485987064983,1.2026485987064983,837.0,9.5,4.0,7.5,1.2,1.0,1.3,,5.444,5.0,2.4666666666666663,6.5,3.323324299353249,-4,233,4.65466485987065,-1,1,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-486,1,A,Aluno-486,2012,10,Menina,2020,Escola Pública,Topázio,Topázio,Ametista,Topázio,Ametista,4.0,3,-1.0,7.621,7.621,7.621,264.0,68,4,3,10.0,9.9,7.5,7.3,6.7,7.8,,7.222,5.0,7.3637203572528485,7.3637203572528485,264.0,10.0,9.9,7.5,7.3,6.7,7.8,,7.222,5.0,6.533333333333332,8.96,7.292860178626424,-1,225,7.8985720357252855,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-487,1,A,Aluno-487,2012,10,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.417,8.417,8.417,45.0,6,2,3,7.5,9.7,7.5,9.6,9.7,9.5,,9.333,5.0,9.574992300585155,9.574992300585155,45.0,7.5,9.7,7.5,9.6,9.7,9.5,,9.333,5.0,8.066666666666665,8.379999999999999,9.453996150292578,8,234,8.500799230058515,-1,0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,Não atendido,Não,Sim,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-488,1,A,Aluno-488,2012,10,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.413,7.413,7.413,351.0,92,8,3,8.5,8.8,7.5,7.3,6.0,8.5,,7.722,5.0,5.558977517708654,5.558977517708654,351.0,8.5,8.8,7.5,7.3,6.0,8.5,,7.722,5.0,6.533333333333332,8.22,6.640488758854328,1,229,7.398097751770866,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-489,1,A,Aluno-489,2013,9,Menina,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,5.853,5.853,5.853,743.0,176,12,3,9.0,7.2,7.5,0.0,0.0,0.0,,6.5,10.0,2.183554049892208,2.183554049892208,743.0,9.0,7.2,7.5,0.0,0.0,0.0,,6.5,10.0,3.333333333333333,7.680000000000001,4.341777024946103,-4,233,5.708355404989221,0,1,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 1 (4º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-490,1,A,Aluno-490,2012,10,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.576,7.576,7.576,283.0,77,5,3,7.9,8.2,7.5,7.7,6.0,9.3,,8.722,5.0,6.834000615953188,6.834000615953188,283.0,7.9,8.2,7.5,7.7,6.0,9.3,,8.722,5.0,6.799999999999999,7.859999999999999,7.778000307976593,5,222,7.525600061595319,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,Não atendido,Não,Sim,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-491,1,A,Aluno-491,2011,11,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.461,7.461,7.461,329.0,86,7,3,7.5,9.7,7.5,7.0,6.0,8.0,,7.722,5.0,6.010163227594703,6.010163227594703,329.0,7.5,9.7,7.5,7.0,6.0,8.0,,7.722,5.0,6.333333333333333,8.379999999999999,6.866081613797352,1,229,7.46321632275947,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-492,1,A,Aluno-492,2011,11,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.678,7.678,7.678,242.0,63,3,3,10.0,8.8,7.5,7.1,8.2,6.0,,8.278,5.0,7.7887280566676935,7.7887280566676935,242.0,10.0,8.8,7.5,7.1,8.2,6.0,,8.278,5.0,6.399999999999999,8.52,8.033364028333846,2,225,7.786672805666769,-1,0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Não atendido,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-493,1,B,Aluno-493,2013,9,Menina,2020,Escola Pública,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.306,8.306,8.306,61.0,12,1,3,10.0,9.4,7.5,7.2,7.3,7.0,,8.278,10.0,9.712041884816754,9.712041884816754,61.0,10.0,9.4,7.5,7.2,7.3,7.0,,8.278,10.0,8.133333333333333,8.76,8.995020942408377,2,227,8.619004188481677,0,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-494,1,B,Aluno-494,2011,11,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.407,6.407,6.407,661.0,159,13,3,6.4,8.3,5.0,5.8,6.3,5.2,,6.944,5.0,2.3344625808438555,2.3344625808438555,661.0,6.4,8.3,5.0,5.8,6.3,5.2,,6.944,5.0,5.533333333333332,6.6000000000000005,4.639231290421928,0,225,5.887846258084386,-1,1,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Requer avaliação,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-495,1,B,Aluno-495,2011,11,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.857,7.857,7.857,184.0,42,6,3,9.0,8.9,7.5,8.4,8.0,8.8,,8.056,5.0,7.456113335386511,7.456113335386511,184.0,9.0,8.9,7.5,8.4,8.0,8.8,,8.056,5.0,7.266666666666666,8.36,7.756056667693256,6,220,7.911211333538652,-1,0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,Sem limitações,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-496,1,B,Aluno-496,2011,11,Menino,2018,Escola Pública,Quartzo,Quartzo,Ágata,Quartzo,Ágata,1.0,2,1.0,6.683,6.683,6.683,595.0,145,12,3,8.5,6.8,7.5,5.7,5.8,5.5,,7.556,5.0,2.995072374499538,2.995072374499538,595.0,8.5,6.8,7.5,5.7,5.8,5.5,,7.556,5.0,5.466666666666666,7.42,5.275536187249769,1,229,6.405107237449954,-1,0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,Requer avaliação,Não,Não,Fase 2 (5º e 6º ano),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-497,1,B,Aluno-497,2009,13,Menina,2016,Rede Decisão,Quartzo,Quartzo,Ágata,Quartzo,Ágata,1.0,2,1.0,6.323,6.323,6.323,678.0,163,14,3,6.9,9.2,5.0,5.1,4.2,6.0,,5.833,5.0,1.935632891900216,1.935632891900216,678.0,6.9,9.2,5.0,5.1,4.2,6.0,,5.833,5.0,5.0666666666666655,7.06,3.884316445950108,2,225,5.826863289190022,-2,1,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,Não indicado,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-498,1,B,Aluno-498,2011,11,Menina,2018,Escola Pública,Ametista,Ágata,Ametista,Ágata,Ametista,2.0,3,1.0,7.7,7.7,7.7,234.0,61,9,3,8.5,8.8,7.5,8.8,8.0,9.5,,7.556,5.0,6.07637819525716,6.07637819525716,234.0,8.5,8.8,7.5,8.8,8.0,9.5,,7.556,5.0,7.533333333333333,8.22,6.8161890976285795,5,224,7.733237819525717,-1,0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Sem limitações,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-499,1,B,Aluno-499,2012,10,Menino,2020,Escola Pública,Ágata,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.826,7.826,7.826,196.0,46,7,3,8.5,10.0,7.5,8.2,8.2,8.2,,7.444,5.0,7.057283646442871,7.057283646442871,196.0,8.5,10.0,7.5,8.2,8.2,8.2,,7.444,5.0,7.133333333333331,8.7,7.250641823221435,2,224,7.940128364644287,-1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Sem limitações,Não,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-500,1,B,Aluno-500,2012,10,Menina,2020,Escola Pública,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.232,8.232,8.232,75.0,16,3,3,9.0,10.0,7.5,9.5,9.5,9.5,,7.889,5.0,9.01909454881429,9.01909454881429,75.0,9.0,10.0,7.5,9.5,9.5,9.5,,7.889,5.0,8.0,8.8,8.454047274407145,7,228,8.49080945488143,-1,0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,Sem limitações,Sim,Não,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-501,1,B,Aluno-501,2013,9,Menino,2021,Escola Pública,,Topázio,Ametista,Topázio,Ametista,4.0,3,-1.0,7.794,7.794,7.794,201.0,48,8,3,8.5,8.8,7.5,6.8,8.0,5.7,,7.333,10.0,6.710809978441638,6.710809978441638,201.0,8.5,8.8,7.5,6.8,8.0,5.7,,7.333,10.0,7.866666666666666,8.22,7.021904989220819,-1,227,7.874380997844164,0,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Sem limitações,Não,Não,Fase 1 (4º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-502,1,B,Aluno-502,2014,8,Menina,2021,Rede Decisão,,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.287,8.287,8.287,62.0,13,2,3,9.5,9.7,7.5,7.4,6.7,8.2,,7.778,10.0,9.391746227286728,9.391746227286728,62.0,9.5,9.7,7.5,7.4,6.7,8.2,,7.778,10.0,8.266666666666667,8.780000000000001,8.584873113643363,1,231,8.586974622728672,1,0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,Sem limitações,Não,Não,ALFA  (2º e 3º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
